Gene stable ID,Gene name,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene type,Gene name 115
ENSGALG00010021045,DPP4,7,20761334,20855308,protein_coding,DPP4
ENSGALG00010021046,PDPN,21,5181262,5196605,protein_coding,PDPN
ENSGALG00010021047,TMC5,14,8506844,8535953,protein_coding,TMC5
ENSGALG00010021048,API5,5,20942079,20958277,protein_coding,API5
ENSGALG00010021049,C1orf158,21,5247472,5250839,protein_coding,C1orf158
ENSGALG00010021050,CTR9,5,8450144,8468682,protein_coding,CTR9
ENSGALG00010021051,GDE1,14,8536349,8542465,protein_coding,GDE1
ENSGALG00010021052,C12H3orf14,12,13304266,13317939,protein_coding,C3orf14
ENSGALG00010021053,,21,5261477,5265062,protein_coding,
ENSGALG00010021054,FEZF2,12,13324082,13327231,protein_coding,FEZF2
ENSGALG00010021055,IRAG1,5,8521803,8559278,protein_coding,IRAG1
ENSGALG00010021056,,21,5267688,5273942,protein_coding,
ENSGALG00010021057,ZDHHC8,15,1340965,1423581,protein_coding,ZDHHC8
ENSGALG00010021058,CCP110,14,8543115,8558299,protein_coding,CCP110
ENSGALG00010021059,,21,5279395,5287045,protein_coding,AADACL4B
ENSGALG00010021060,PAX2,6,17860442,17952375,protein_coding,PAX2
ENSGALG00010021061,,14,5553588,5555366,protein_coding,
ENSGALG00010021062,MYO9A,10,1428163,1594032,protein_coding,MYO9A
ENSGALG00010021063,,15,1422795,1423481,protein_coding,
ENSGALG00010021064,LYVE1,5,8560829,8573459,protein_coding,LYVE1
ENSGALG00010021065,CNNM2,6,24187060,24291974,protein_coding,CNNM2
ENSGALG00010021066,,21,5293737,5300900,protein_coding,AADACL4A
ENSGALG00010021067,SLC4A10,7,20802111,20956534,protein_coding,SLC4A10
ENSGALG00010021068,MAFIP,14,5554068,5566329,protein_coding,MAFIP
ENSGALG00010021069,PGAM5,15,1436321,1442966,protein_coding,PGAM5
ENSGALG00010021070,RNF141,5,8575186,8615852,protein_coding,RNF141
ENSGALG00010021071,HIF1AN,6,18169189,18179059,protein_coding,HIF1AN
ENSGALG00010021072,PRKACB,8,16373103,16440514,protein_coding,PRKACB
ENSGALG00010021073,NDUFB8,6,18179125,18182146,protein_coding,NDUFB8
ENSGALG00010021074,TTC17,5,20958842,21012440,protein_coding,TTC17
ENSGALG00010021075,DHRS3,21,5306010,5332999,protein_coding,DHRS3
ENSGALG00010021076,TBR1,7,20991498,20996892,protein_coding,TBR1
ENSGALG00010021077,SEC31B,6,18183294,18215082,protein_coding,SEC31B
ENSGALG00010021078,,12,13337359,13510919,protein_coding,CADPS
ENSGALG00010021079,WNT8B,6,18218530,18230895,protein_coding,WNT8B
ENSGALG00010021080,TTLL7,8,16457638,16518438,protein_coding,TTLL7
ENSGALG00010021081,KCNH6,27,2324168,2352336,protein_coding,KCNH6
ENSGALG00010021082,SENP8,10,1592601,1602378,protein_coding,SENP8
ENSGALG00010021083,SCD,6,18253957,18272704,protein_coding,SCD
ENSGALG00010021084,,5,29055178,29114441,protein_coding,
ENSGALG00010021085,AMPD3,5,8588981,8618006,protein_coding,AMPD3
ENSGALG00010021086,PSMD14,7,20999289,21045412,protein_coding,PSMD14
ENSGALG00010021087,THBS1,5,29117434,29133067,protein_coding,THBS1
ENSGALG00010021088,ANKLE2,15,1443913,1463067,protein_coding,ANKLE2
ENSGALG00010021089,,5,8589796,8590852,protein_coding,
ENSGALG00010021090,ADM,5,8654784,8655750,protein_coding,ADM
ENSGALG00010021091,TANK,7,21075877,21103665,protein_coding,TANK
ENSGALG00010021092,VPS13D,21,5355278,5444061,protein_coding,VPS13D
ENSGALG00010021093,GRAMD2,10,1599284,1607206,protein_coding,GRAMD2
ENSGALG00010021094,ADM,5,8655517,8656667,protein_coding,ADM
ENSGALG00010021095,NT5C2,6,24291903,24348675,protein_coding,NT5C2
ENSGALG00010021096,ZFAND4,6,18525112,18546743,protein_coding,ZFAND4
ENSGALG00010021097,KATNBL1,5,29511594,29544127,protein_coding,KATNBL1
ENSGALG00010021098,SDK1,14,3527380,3892282,protein_coding,SDK1
ENSGALG00010021099,HMCN1,8,10346584,10538762,protein_coding,HMCN1
ENSGALG00010021100,EMC7,5,29539183,29549283,protein_coding,EMC7
ENSGALG00010021101,TMEM240,21,2136536,2143573,protein_coding,TMEM240
ENSGALG00010021102,GOLGA3,15,1466900,1508808,protein_coding,GOLGA3
ENSGALG00010021103,RBMS1,7,21249224,21450219,protein_coding,RBMS1
ENSGALG00010021104,INA,6,24348643,24355011,protein_coding,INA
ENSGALG00010021105,,5,29555255,29561194,protein_coding,
ENSGALG00010021106,ITGB6,7,21410339,21447125,protein_coding,ITGB6
ENSGALG00010021107,CHRM5,5,29563772,29614420,protein_coding,CHRM5
ENSGALG00010021108,PCGF6,6,24360212,24383323,protein_coding,PCGF6
ENSGALG00010021109,SH2D5,21,6733777,6739676,protein_coding,SH2D5
ENSGALG00010021110,PKLR,10,1607488,1625331,protein_coding,PKLR
ENSGALG00010021111,AVEN,5,29572552,29658152,protein_coding,AVEN
ENSGALG00010021112,TAF5,6,24383448,24394485,protein_coding,TAF5
ENSGALG00010021113,SYP,12,13589413,13674926,protein_coding,SYP
ENSGALG00010021114,SBF2,5,8662376,8894866,protein_coding,SBF2
ENSGALG00010021115,ALPL,21,6585126,6593144,protein_coding,ALPL
ENSGALG00010021116,FAM21C,6,18548219,18608367,protein_coding,FAM21C
ENSGALG00010021117,CYP1A2,10,2465724,2471872,protein_coding,CYP1A2
ENSGALG00010021118,USMG5,6,24391742,24398769,protein_coding,USMG5
ENSGALG00010021119,SNTN,12,13678332,13681365,protein_coding,SNTN
ENSGALG00010021120,PDCD11,6,24398317,24421567,protein_coding,PDCD11
ENSGALG00010021121,PLA2R1,7,21451534,21488453,protein_coding,PLA2R1
ENSGALG00010021122,CYP1A1,10,2467155,2474266,protein_coding,CYP1A1
ENSGALG00010021123,RYR3,5,29657563,29842332,protein_coding,RYR3
ENSGALG00010021124,CALHM2,6,24419456,24431176,protein_coding,CALHM2
ENSGALG00010021125,LY75,7,21505577,21546560,protein_coding,LY75
ENSGALG00010021126,ECE1,21,6593935,6603278,protein_coding,ECE1
ENSGALG00010021127,SWAP70,5,8948081,8982058,protein_coding,SWAP70
ENSGALG00010021128,CALHM1,6,24430981,24434022,protein_coding,CALHM1
ENSGALG00010021129,TXNRD3,12,10560941,10579308,protein_coding,TXNRD3
ENSGALG00010021130,,6,18583469,18592151,protein_coding,
ENSGALG00010021131,EDC3,10,2474870,2500676,protein_coding,EDC3
ENSGALG00010021132,CALHM3,6,24437249,24440215,protein_coding,CALHM3
ENSGALG00010021133,,7,21553506,21619911,protein_coding,MYO10L
ENSGALG00010021134,CHFR,15,1529018,1550610,protein_coding,CHFR
ENSGALG00010021135,CLK3,10,2494598,2509318,protein_coding,CLK3
ENSGALG00010021136,WEE1,5,8986395,8994892,protein_coding,WEE1
ENSGALG00010021137,PLAU,6,16272333,16280490,protein_coding,PLAU
ENSGALG00010021138,DDX18,7,28538292,28548508,protein_coding,DDX18
ENSGALG00010021139,ARHGAP29,8,13333213,13383968,protein_coding,ARHGAP29
ENSGALG00010021140,SLC11A1,7,22171202,22175744,protein_coding,SLC11A1
ENSGALG00010021141,SGSM1,15,6919655,6944983,protein_coding,SGSM1
ENSGALG00010021142,WNT6,7,22026370,22035655,protein_coding,WNT6
ENSGALG00010021143,ABCA4,8,13390687,13471655,protein_coding,ABCA4
ENSGALG00010021144,FOXK1,14,3960889,4003823,protein_coding,FOXK1
ENSGALG00010021145,EIF4G3,21,6605513,6700290,protein_coding,EIF4G3
ENSGALG00010021146,AP5Z1,14,4012065,4021828,protein_coding,AP5Z1
ENSGALG00010021147,ARID3B,10,2509616,2540584,protein_coding,ARID3B
ENSGALG00010021148,GPATCH8,27,1142651,1172099,protein_coding,GPATCH8
ENSGALG00010021149,Dlx4,27,2823761,2826947,protein_coding,Dlx4
ENSGALG00010021150,,27,3803168,3823838,protein_coding,NPEPPS
ENSGALG00010021151,WNT10A,7,22009636,22021134,protein_coding,WNT10A
ENSGALG00010021152,STK11IP,7,21653740,21672256,protein_coding,STK11IP
ENSGALG00010021153,PTPRF,8,19499460,19841620,protein_coding,PTPRF
ENSGALG00010021154,CHST13,12,10640641,10666586,protein_coding,CHST13
ENSGALG00010021155,RADIL,14,4021988,4041085,protein_coding,RADIL
ENSGALG00010021156,DDOST,21,6755008,6760943,protein_coding,DDOST
ENSGALG00010021157,,27,121254,176258,protein_coding,
ENSGALG00010021158,ACTG1,10,2536576,2542980,protein_coding,ACTG1L
ENSGALG00010021159,MMD2,14,4041580,4052813,protein_coding,MMD2
ENSGALG00010021160,ZNF143,5,9001350,9033986,protein_coding,ZNF143
ENSGALG00010021161,,7,21674399,21677853,protein_coding,
ENSGALG00010021162,WIPI2,14,4055522,4085554,protein_coding,WIPI2
ENSGALG00010021163,INHA,7,21678381,21680757,protein_coding,INHA
ENSGALG00010021164,SLC41A3,12,10660020,10715228,protein_coding,SLC41A3
ENSGALG00010021165,PTRF,27,4911093,4928429,protein_coding,PTRF
ENSGALG00010021166,NEURL1,6,24452148,24586479,protein_coding,NEURL1
ENSGALG00010021167,KIAA1671,15,6956789,6999890,protein_coding,KIAA1671
ENSGALG00010021168,IVNS1ABP,8,10626560,10644046,protein_coding,IVNS1ABP
ENSGALG00010021169,CAMK2G,6,16337106,16461459,protein_coding,CAMK2G
ENSGALG00010021170,UBL7,10,2543670,2548816,protein_coding,UBL7
ENSGALG00010021171,,8,13471745,13494641,protein_coding,
ENSGALG00010021172,SLC29A4,14,4086920,4093038,protein_coding,SLC29A4
ENSGALG00010021173,KLF15,12,10806952,10833065,protein_coding,KLF15
ENSGALG00010021174,CRYBB3,15,7000835,7002514,protein_coding,CRYBB3
ENSGALG00010021175,IPO7,5,9036398,9069532,protein_coding,IPO7
ENSGALG00010021176,DDI2,21,6762278,6790721,protein_coding,DDI2
ENSGALG00010021177,OBSL1,7,21681358,21694759,protein_coding,OBSL1
ENSGALG00010021178,NDST2,6,16569898,16593870,protein_coding,NDST2
ENSGALG00010021179,CRYBB2,15,7004517,7006664,protein_coding,CRYBB2
ENSGALG00010021180,TMEM198,7,21693839,21698021,protein_coding,TMEM198
ENSGALG00010021181,DAGLA,5,340488,395930,protein_coding,DAGLA
ENSGALG00010021182,ZSWIM8,6,16600081,16661356,protein_coding,ZSWIM8
ENSGALG00010021183,CFAP100,12,10837959,10850048,protein_coding,CFAP100
ENSGALG00010021184,DRAXIN,21,5638647,5650747,protein_coding,DRAXIN
ENSGALG00010021185,DYL2,15,9279862,9280954,protein_coding,DYL2
ENSGALG00010021186,SWT1,8,10643436,10682202,protein_coding,SWT1
ENSGALG00010021187,SEMA7A,10,2552244,2582142,protein_coding,SEMA7A
ENSGALG00010021188,TNRC18,14,4094352,4139400,protein_coding,TNRC18
ENSGALG00010021189,,15,9281221,9282834,protein_coding,
ENSGALG00010021190,,12,10851344,10861851,protein_coding,ZXDC
ENSGALG00010021191,MYRF,5,406100,442557,protein_coding,C5H11ORF9
ENSGALG00010021192,NTL,6,16676809,16691757,protein_coding,NTL
ENSGALG00010021193,USP37,7,22126708,22157111,protein_coding,USP37
ENSGALG00010021194,CYP11A1,10,2586264,2590520,protein_coding,CYP11A1
ENSGALG00010021195,GCLM,8,13495386,13505624,protein_coding,GCLM
ENSGALG00010021196,ATP6V0A1,27,4928447,4956597,protein_coding,ATP6V0A1
ENSGALG00010021197,CHCHD1,6,16695377,16699253,protein_coding,CHCHD1
ENSGALG00010021198,CRYBA2,7,21973755,21976092,protein_coding,CRYBA2
ENSGALG00010021199,TMEM258,5,445732,447942,protein_coding,TMEM258
ENSGALG00010021200,FTO,11,4295666,4518375,protein_coding,FTO
ENSGALG00010021201,TRMT1L,8,10681824,10702975,protein_coding,TRMT1L
ENSGALG00010021202,UROC1,12,10863853,10896530,protein_coding,UROC1
ENSGALG00010021203,FUT11,6,16705691,16712002,protein_coding,FUT11
ENSGALG00010021204,NAGLU,27,4956689,4960253,protein_coding,NAGLU
ENSGALG00010021205,CDK5R2,7,21975863,21990148,protein_coding,CDK5R2
ENSGALG00010021206,HSD17B1,27,4960560,4961998,protein_coding,HSD17B1
ENSGALG00010021207,MAD2L2,21,5649727,5655297,protein_coding,MAD2L2
ENSGALG00010021208,,10,2589569,2612190,protein_coding,CCDC33
ENSGALG00010021209,,27,4644682,4645330,protein_coding,
ENSGALG00010021210,SEC24C,6,16713757,16748526,protein_coding,SEC24C
ENSGALG00010021211,FEN1,5,447934,453226,protein_coding,FEN1
ENSGALG00010021212,MYO18B,15,7012866,7101410,protein_coding,MYO18B
ENSGALG00010021213,FBXO44,21,5655097,5659436,protein_coding,FBXO44
ENSGALG00010021214,FBXL18,14,4153605,4177826,protein_coding,FBXL18
ENSGALG00010021215,SH3PXD2A,6,24596939,24824371,protein_coding,SH3PXD2A
ENSGALG00010021216,,5,457917,465657,protein_coding,
ENSGALG00010021217,FBXO2,21,5659136,5664189,protein_coding,FBXO2
ENSGALG00010021218,DPF3,5,26012494,26171240,protein_coding,DPF3
ENSGALG00010021219,STRA6,10,2613795,2625670,protein_coding,STRA6
ENSGALG00010021220,SYNPO2L,6,16749859,16781307,protein_coding,SYNPO2L
ENSGALG00010021221,,27,4645389,4654878,protein_coding,HAP1
ENSGALG00010021222,NTN4L,12,10899693,10943197,protein_coding,NTN4L
ENSGALG00010021223,DFFB,21,901114,912383,protein_coding,DFFB
ENSGALG00010021224,MYOZ1,6,16789337,16807787,protein_coding,MYOZ1
ENSGALG00010021225,,5,485040,487107,protein_coding,
ENSGALG00010021226,FEV,7,21976814,21985010,protein_coding,FEV
ENSGALG00010021227,CHCHD4,12,10950402,10959278,protein_coding,CHCHD4
ENSGALG00010021228,ESRP2,11,2898885,2942792,protein_coding,ESRP2
ENSGALG00010021229,GLO1,3,29189560,29196464,protein_coding,GLO1
ENSGALG00010021230,C21H1orf174,21,905614,910967,protein_coding,C1orf174
ENSGALG00010021231,STN1,6,24833556,24872019,protein_coding,STN1
ENSGALG00010021232,ACTB,14,4180681,4184907,protein_coding,ACTB
ENSGALG00010021233,COASY,27,4962219,4969751,protein_coding,COASY
ENSGALG00010021234,ISLR2,10,2629764,2637179,protein_coding,ISLR2
ENSGALG00010021235,XRCC5,7,23121288,23165186,protein_coding,XRCC5
ENSGALG00010021236,BTBD9,3,29198726,29372804,protein_coding,BTBD9
ENSGALG00010021237,FSCN1,14,4196373,4310331,protein_coding,FSCN1
ENSGALG00010021238,NDUFS8,5,493282,495172,protein_coding,NDUFS8
ENSGALG00010021239,USP54,6,16811488,16908677,protein_coding,USP54
ENSGALG00010021240,SLK,6,24872129,24916665,protein_coding,SLK
ENSGALG00010021241,TMEM43,12,10959187,10978115,protein_coding,TMEM43
ENSGALG00010021242,BCAR3,8,13524917,13601115,protein_coding,BCAR3
ENSGALG00010021243,DYL1,15,9282873,9294747,protein_coding,DYL1
ENSGALG00010021244,PPP3CB,6,16917434,16961773,protein_coding,PPP3CB
ENSGALG00010021245,ZFAND3,3,29355012,29485080,protein_coding,ZFAND3
ENSGALG00010021246,PECR,7,23164997,23203433,protein_coding,PECR
ENSGALG00010021247,GNAO1,11,2224984,2344258,protein_coding,GNAO1
ENSGALG00010021248,ANXA7,6,16964249,16979714,protein_coding,ANXA7
ENSGALG00010021249,,15,9283395,9285699,protein_coding,
ENSGALG00010021250,ISLR,10,2621921,2630126,protein_coding,ISLR
ENSGALG00010021251,RNF216,14,4206431,4268344,protein_coding,RNF216
ENSGALG00010021252,XPC,12,10971374,10982108,protein_coding,XPC
ENSGALG00010021253,TMEM169,7,23175093,23189601,protein_coding,TMEM169
ENSGALG00010021254,FNBP1L,8,13601375,13654696,protein_coding,FNBP1L
ENSGALG00010021255,EIF3F,6,16985657,16990654,protein_coding,EIF3F
ENSGALG00010021256,,10,2638946,2642429,protein_coding,PML
ENSGALG00010021257,RGS6,5,26202559,26437124,protein_coding,RGS6
ENSGALG00010021258,LSM3,12,10981789,10984176,protein_coding,LSM3
ENSGALG00010021259,CEP104,21,912445,925543,protein_coding,CEP104
ENSGALG00010021260,KDM4A,8,19843881,19865015,protein_coding,KDM4A
ENSGALG00010021261,JUP,27,4656776,4672299,protein_coding,JUP
ENSGALG00010021262,MDGA1,3,29485324,29754567,protein_coding,MDGA1
ENSGALG00010021263,STOML1,10,2642458,2646113,protein_coding,STOML1
ENSGALG00010021264,CBFB,11,2364980,2407643,protein_coding,CBFB
ENSGALG00010021265,SIPA1L1,5,26476713,26542696,protein_coding,SIPA1L1
ENSGALG00010021266,COQ5,15,9285720,9294443,protein_coding,COQ5
ENSGALG00010021267,LRRC47,21,925485,930459,protein_coding,LRRC47
ENSGALG00010021268,,3,20905635,20917508,lncRNA,
ENSGALG00010021269,NUDT13,6,11895757,11908116,protein_coding,NUDT13
ENSGALG00010021270,,3,20912475,20920410,lncRNA,
ENSGALG00010021271,,14,4267720,4282943,protein_coding,
ENSGALG00010021272,,10,2646491,2653320,protein_coding,PMLL
ENSGALG00010021273,,3,20936154,20951140,lncRNA,
ENSGALG00010021274,,3,20946002,20950150,lncRNA,
ENSGALG00010021275,MAP3K2,7,23208148,23245087,protein_coding,MAP3K2
ENSGALG00010021276,,3,20952110,20967284,lncRNA,
ENSGALG00010021277,CCDC27,21,930619,933984,protein_coding,CCDC27
ENSGALG00010021278,,15,9292728,9295053,protein_coding,
ENSGALG00010021279,,3,21176335,21189527,lncRNA,
ENSGALG00010021280,,3,21513781,21515859,lncRNA,
ENSGALG00010021281,,3,21564538,21568587,lncRNA,
ENSGALG00010021282,,10,2654666,2658004,protein_coding,ZP3L1
ENSGALG00010021283,,3,21683211,21685161,lncRNA,
ENSGALG00010021284,,5,494866,498897,protein_coding,
ENSGALG00010021285,,3,21683368,21685114,lncRNA,
ENSGALG00010021286,,3,21917303,21922346,lncRNA,
ENSGALG00010021287,COL17A1,6,24919985,24980154,protein_coding,COL17A1
ENSGALG00010021288,,3,21979538,21980626,lncRNA,
ENSGALG00010021289,,3,22367208,22393893,lncRNA,
ENSGALG00010021290,ERCC3,7,23251330,23268369,protein_coding,ERCC3
ENSGALG00010021291,,3,22500790,22505555,lncRNA,
ENSGALG00010021292,,3,22895121,23015079,lncRNA,
ENSGALG00010021293,PCNX1,5,26719981,26802537,protein_coding,PCNX1
ENSGALG00010021294,,3,23013112,23018731,lncRNA,
ENSGALG00010021295,,3,23060058,23062226,lncRNA,
ENSGALG00010021296,GATC,15,9296274,9298550,protein_coding,GATC
ENSGALG00010021297,,3,23175307,23177593,lncRNA,
ENSGALG00010021298,RPGRIP1L,11,4518013,4581299,protein_coding,RPGRIP1L
ENSGALG00010021299,CYP27C1,7,23275809,23295099,protein_coding,CYP27C1
ENSGALG00010021300,,3,23528854,23545673,lncRNA,
ENSGALG00010021301,SMURF1,14,4274643,4316871,protein_coding,SMURF1
ENSGALG00010021302,P4HA1,6,11905640,11936296,protein_coding,P4HA1
ENSGALG00010021303,,3,23615243,23630136,lncRNA,
ENSGALG00010021304,,3,23906200,23962730,lncRNA,
ENSGALG00010021305,,3,24074328,24075421,lncRNA,
ENSGALG00010021306,,3,24407646,24433599,lncRNA,
ENSGALG00010021307,MAP3K9,5,26821574,26865808,protein_coding,MAP3K9
ENSGALG00010021308,,3,24488817,24491508,lncRNA,
ENSGALG00010021309,ST3GAL3,8,19869716,20020381,protein_coding,ST3GAL3
ENSGALG00010021310,,3,24595948,24598847,lncRNA,
ENSGALG00010021311,TRIAP1,15,9298346,9301001,protein_coding,TRIAP1
ENSGALG00010021312,,3,24603227,24656444,lncRNA,
ENSGALG00010021313,KPNA7,14,4318392,4325779,protein_coding,KPNA7
ENSGALG00010021314,ZP3,10,2658939,2662941,protein_coding,ZP3
ENSGALG00010021315,COX6A1,15,9301678,9303021,protein_coding,COX6A1
ENSGALG00010021316,PLA2G12B,6,11939209,11950268,protein_coding,PLA2G12B
ENSGALG00010021317,,3,24661257,24663469,lncRNA,
ENSGALG00010021318,TP73,21,935061,969894,protein_coding,TP73
ENSGALG00010021319,,3,24825101,24827603,lncRNA,
ENSGALG00010021320,SLC6A6,12,11017104,11190843,protein_coding,SLC6A6
ENSGALG00010021321,,3,25101861,25108982,lncRNA,
ENSGALG00010021322,,3,25419844,25513390,lncRNA,
ENSGALG00010021323,,3,25453554,25455475,lncRNA,
ENSGALG00010021324,,3,25464919,25482542,lncRNA,
ENSGALG00010021325,ARPC1A,14,4356113,4371257,protein_coding,ARPC1A
ENSGALG00010021326,,3,25489586,25492756,lncRNA,
ENSGALG00010021327,IGSF1,20,381148,384848,protein_coding,IGSF1
ENSGALG00010021328,,3,25524318,25525505,lncRNA,
ENSGALG00010021329,PSMC3IP,27,4969472,4972844,protein_coding,PSMC3IP
ENSGALG00010021330,COMMD4,10,2663196,2664883,protein_coding,COMMD4
ENSGALG00010021331,,3,25903838,25905224,lncRNA,
ENSGALG00010021332,OIT3,6,11950783,11974092,protein_coding,OIT3
ENSGALG00010021333,,3,26193578,26195546,lncRNA,
ENSGALG00010021334,,3,26210633,26235686,lncRNA,
ENSGALG00010021335,NFATC3,11,2962187,3023149,protein_coding,NFATC3
ENSGALG00010021336,,3,26232859,26234338,lncRNA,
ENSGALG00010021337,,3,26608541,26611809,lncRNA,
ENSGALG00010021338,PDIA5,7,26442940,26534190,protein_coding,PDIA5
ENSGALG00010021339,,3,26612370,26615201,lncRNA,
ENSGALG00010021340,,3,26866877,26876752,lncRNA,
ENSGALG00010021341,L3MBTL1,20,387581,422993,protein_coding,L3MBTL1
ENSGALG00010021342,SFR1,6,24980759,24986354,protein_coding,SFR1
ENSGALG00010021343,,3,26934056,26939041,lncRNA,
ENSGALG00010021344,,3,27084420,27086655,lncRNA,
ENSGALG00010021345,NEIL1,10,2664963,2669426,protein_coding,NEIL1
ENSGALG00010021346,RPS21,20,8275728,8281014,protein_coding,RPS21
ENSGALG00010021347,,3,27093994,27095157,lncRNA,
ENSGALG00010021348,SLC4A3,7,21623689,21653464,protein_coding,SLC4A3
ENSGALG00010021349,,3,27544398,27563515,lncRNA,
ENSGALG00010021350,CABLES2,20,8281178,8298661,protein_coding,CABLES2
ENSGALG00010021351,,3,27591443,27607219,lncRNA,
ENSGALG00010021352,CFAP43,6,24985042,25027830,protein_coding,CFAP43
ENSGALG00010021353,IPO13,8,20016600,20051684,protein_coding,IPO13
ENSGALG00010021354,,20,1287402,1328325,protein_coding,ARHGAP39L
ENSGALG00010021355,,3,27813245,27816069,lncRNA,
ENSGALG00010021356,,3,28078375,28083969,lncRNA,
ENSGALG00010021357,,3,28261824,28275128,lncRNA,
ENSGALG00010021358,MMP15,11,429324,435895,protein_coding,MMP15
ENSGALG00010021359,,3,28785515,28787283,lncRNA,
ENSGALG00010021360,PTPRN,7,21808144,21817177,protein_coding,PTPRN
ENSGALG00010021361,WRAP73,21,968354,982742,protein_coding,WRAP73
ENSGALG00010021362,ARPC1B,14,4372202,4380237,protein_coding,ARPC1B
ENSGALG00010021363,FAM134C,27,4972953,4981041,protein_coding,FAM134C
ENSGALG00010021364,,3,29769208,29771729,lncRNA,
ENSGALG00010021365,,3,29935583,29941006,lncRNA,
ENSGALG00010021366,,3,29984942,29990997,lncRNA,
ENSGALG00010021367,GRIP2,12,11199980,11423564,protein_coding,GRIP2
ENSGALG00010021368,,3,30082905,30100136,lncRNA,
ENSGALG00010021369,,3,30084543,30085830,lncRNA,
ENSGALG00010021370,,3,30104999,30111831,lncRNA,
ENSGALG00010021371,,3,30112108,30120551,lncRNA,
ENSGALG00010021372,CD86,1,76586198,76601433,protein_coding,CD86
ENSGALG00010021373,CEP250,20,1524415,1559120,protein_coding,CEP250
ENSGALG00010021374,,3,30302274,30311398,lncRNA,
ENSGALG00010021375,TUBG1,27,4981163,4989425,protein_coding,TUBG1
ENSGALG00010021376,,3,30326453,30337411,lncRNA,
ENSGALG00010021377,,3,30366288,30426209,lncRNA,
ENSGALG00010021378,KIF11,6,21520286,21538637,protein_coding,KIF11
ENSGALG00010021379,,3,30387207,30404962,lncRNA,
ENSGALG00010021380,,3,21110575,21303362,lncRNA,
ENSGALG00010021381,DNAJB2,7,21817119,21823067,protein_coding,DNAJB2
ENSGALG00010021382,TPRG1L,21,981001,984774,protein_coding,TPRG1L
ENSGALG00010021383,MSI1,15,9302199,9372589,protein_coding,MSI1
ENSGALG00010021384,ARTN,8,20022017,20027233,protein_coding,ARTN
ENSGALG00010021385,GDF5,20,1563813,1568758,protein_coding,GDF5
ENSGALG00010021386,,3,20677123,20703391,lncRNA,
ENSGALG00010021387,SLC2A14,1,75833426,75843951,protein_coding,SLC2A14
ENSGALG00010021388,DPH2,8,20051557,20054198,protein_coding,DPH2
ENSGALG00010021389,,3,20686941,20689721,lncRNA,
ENSGALG00010021390,GSTO2,6,25029450,25038266,protein_coding,GSTO2
ENSGALG00010021391,,7,21825641,21827623,protein_coding,TUBA4AL
ENSGALG00010021392,,3,21018648,21125353,lncRNA,
ENSGALG00010021393,CCDC174,12,11428904,11441426,protein_coding,CCDC174
ENSGALG00010021394,MAN2C1,10,2666901,2682391,protein_coding,MAN2C1
ENSGALG00010021395,,3,21019809,21027632,lncRNA,
ENSGALG00010021396,ADAM20,5,26878464,26962546,protein_coding,ADAM20
ENSGALG00010021397,,15,9375147,9377682,protein_coding,
ENSGALG00010021398,,3,21095490,21109399,lncRNA,
ENSGALG00010021399,,3,21893648,21898019,lncRNA,
ENSGALG00010021400,B4GALT2,8,20061027,20069115,protein_coding,B4GALT2
ENSGALG00010021401,PDAP1,14,4379443,4388834,protein_coding,PDAP1
ENSGALG00010021402,,12,11448317,11453538,protein_coding,CCDC51
ENSGALG00010021403,,3,23083500,23206678,lncRNA,
ENSGALG00010021404,UQCC1,20,1584546,1637713,protein_coding,UQCC1
ENSGALG00010021405,IDE,6,21544367,21599886,protein_coding,IDE
ENSGALG00010021406,,3,22508496,22525031,lncRNA,
ENSGALG00010021407,SIN3A,10,2684113,2708880,protein_coding,SIN3A
ENSGALG00010021408,TTC9,5,26899959,26927707,protein_coding,TTC9
ENSGALG00010021409,MEGF6,21,984347,1020636,protein_coding,MEGF6
ENSGALG00010021410,,3,22826480,22841971,lncRNA,
ENSGALG00010021411,MCU,6,11981447,12062162,protein_coding,MCU
ENSGALG00010021412,ZNF319,11,431411,449647,protein_coding,ZNF319
ENSGALG00010021413,SYNJ2BP,5,26962550,26969223,protein_coding,SYNJ2BP
ENSGALG00010021414,BUD31,14,4388804,4391734,protein_coding,BUD31
ENSGALG00010021415,SIRT4,15,9389838,9398390,protein_coding,SIRT4
ENSGALG00010021416,PLEKHH3,27,4990132,4996650,protein_coding,PLEKHH3
ENSGALG00010021417,STK16,7,21833157,21835288,protein_coding,STK16
ENSGALG00010021418,,3,22885656,22936206,lncRNA,
ENSGALG00010021419,MANSC1,1,71874902,71886634,protein_coding,MANSC1
ENSGALG00010021420,PLXNB3,12,11467820,11526085,protein_coding,PLXNB3
ENSGALG00010021421,GLB1L,7,21835425,21839591,protein_coding,GLB1L
ENSGALG00010021422,,3,23063908,23066766,lncRNA,
ENSGALG00010021423,,3,23069944,23126793,lncRNA,
ENSGALG00010021424,PTCD1,14,4391257,4396138,protein_coding,PTCD1
ENSGALG00010021425,PTPN9,10,2709870,2717100,protein_coding,PTPN9
ENSGALG00010021426,SLC38A7,11,1488133,1495342,protein_coding,SLC38A7
ENSGALG00010021427,RPLP0,15,9441424,9444269,protein_coding,RPLP0
ENSGALG00010021428,,3,23192758,23215213,lncRNA,
ENSGALG00010021429,MED8,8,19395904,19405964,protein_coding,MED8
ENSGALG00010021430,,3,23202480,23211775,lncRNA,
ENSGALG00010021431,CPSF4,14,4396270,4403174,protein_coding,CPSF4
