Gene_stable_ID,Version (gene),Gene_name,Human_gene_stable_ID,Human_gene_name
ENSGALG00010020956,1,,,
ENSGALG00010020957,1,RPF1,ENSG00000117133,RPF1
ENSGALG00010020958,1,FAM3D,ENSG00000198643,FAM3D
ENSGALG00010020959,1,ZNF488,ENSG00000265763,ZNF488
ENSGALG00010020960,1,CLEC19A,ENSG00000261210,CLEC19A
ENSGALG00010020961,1,,,
ENSGALG00010020962,1,MYO5C,ENSG00000128833,MYO5C
ENSGALG00010020963,1,CCDC93,ENSG00000125633,CCDC93
ENSGALG00010020964,1,,,
ENSGALG00010020965,1,DHX37,ENSG00000150990,DHX37
ENSGALG00010020966,1,PAPLN,ENSG00000100767,PAPLN
ENSGALG00010020967,1,VPS51,ENSG00000149823,VPS51
ENSGALG00010020968,1,,,
ENSGALG00010020969,1,RBP3,ENSG00000265203,RBP3
ENSGALG00010020970,1,ARMH3,ENSG00000120029,ARMH3
ENSGALG00010020971,1,TMEM51,ENSG00000171729,TMEM51
ENSGALG00010020972,1,,,
ENSGALG00010020973,1,GNB5,ENSG00000069966,GNB5
ENSGALG00010020974,1,,,
ENSGALG00010020975,1,HCCS,ENSG00000004961,HCCS
ENSGALG00010020976,1,GDF10,ENSG00000266524,GDF10
ENSGALG00010020977,1,,,
ENSGALG00010020978,1,BCL2L10,ENSG00000137875,BCL2L10
ENSGALG00010020979,1,TMEM150B,,
ENSGALG00010020980,1,,,
ENSGALG00010020981,1,CIT,ENSG00000122966,CIT
ENSGALG00010020982,1,TLCD4,ENSG00000152078,TLCD4
ENSGALG00010020983,1,,,
ENSGALG00010020984,1,PSEN1,ENSG00000080815,PSEN1
ENSGALG00010020985,1,,,
ENSGALG00010020986,1,C3orf67,ENSG00000163689,CFAP20DC
ENSGALG00010020987,1,NADSYN1,ENSG00000172890,NADSYN1
ENSGALG00010020988,1,,,
ENSGALG00010020989,1,MAPK4,ENSG00000069956,MAPK6
ENSGALG00010020990,1,UBB,,
ENSGALG00010020991,1,ALG14,ENSG00000172339,ALG14
ENSGALG00010020992,1,KCNH7,ENSG00000184611,KCNH7
ENSGALG00010020993,1,,,
ENSGALG00010020994,1,DHCR7,ENSG00000172893,DHCR7
ENSGALG00010020995,1,,,
ENSGALG00010020996,1,,,
ENSGALG00010020997,1,,,
ENSGALG00010020998,1,SYT17,ENSG00000103528,SYT17
ENSGALG00010020999,1,IFIH1,ENSG00000115267,IFIH1
ENSGALG00010021000,1,NFKB2,ENSG00000077150,NFKB2
ENSGALG00010021001,1,,,
ENSGALG00010021002,1,SLC44A3,ENSG00000143036,SLC44A3
ENSGALG00010021003,1,KAZN,ENSG00000189337,KAZN
ENSGALG00010021004,1,PSD,ENSG00000059915,PSD
ENSGALG00010021005,1,,,
ENSGALG00010021006,1,,,
ENSGALG00010021007,1,gga-mir-6576,,
ENSGALG00010021008,1,gga-mir-2188,,
ENSGALG00010021009,1,gga-mir-12247-1,,
ENSGALG00010021010,1,LEO1,ENSG00000166477,LEO1
ENSGALG00010021011,1,SCARB1,ENSG00000073060,SCARB1
ENSGALG00010021012,1,KCNIP2,ENSG00000120049,KCNIP2
ENSGALG00010021013,1,FAP,ENSG00000078098,FAP
ENSGALG00010021014,1,FBXL15,ENSG00000107872,FBXL15
ENSGALG00010021015,1,RBM25,ENSG00000119707,RBM25
ENSGALG00010021016,1,FHIT,ENSG00000189283,FHIT
ENSGALG00010021017,1,COQ7,ENSG00000167186,COQ7
ENSGALG00010021018,1,F3,ENSG00000117525,F3
ENSGALG00010021019,1,VSIG10,ENSG00000176834,VSIG10
ENSGALG00010021020,1,ZDHHC13,ENSG00000177054,ZDHHC13
ENSGALG00010021021,1,GCG,ENSG00000115263,GCG
ENSGALG00010021022,1,ZFYVE1,ENSG00000165861,ZFYVE1
ENSGALG00010021023,1,MGEA5,ENSG00000198408,OGA
ENSGALG00010021024,1,DCAF4L2,,
ENSGALG00010021025,1,CUEDC2,ENSG00000107874,CUEDC2
ENSGALG00010021026,1,ADGRA2,ENSG00000020181,ADGRA2
ENSGALG00010021027,1,PLA2G4A,ENSG00000116711,PLA2G4A
ENSGALG00010021028,1,CFAP73,ENSG00000186710,CFAP73
ENSGALG00010021029,1,PRDM2,ENSG00000116731,PRDM2
ENSGALG00010021030,1,CSRP3,ENSG00000129170,CSRP3
ENSGALG00010021031,1,DDX54,ENSG00000123064,DDX54
ENSGALG00010021032,1,TMC7,ENSG00000170537,TMC7
ENSGALG00010021033,1,RNF122,ENSG00000133874,RNF122
ENSGALG00010021034,1,NPM3,ENSG00000107833,NPM3
ENSGALG00010021035,1,,,
ENSGALG00010021036,1,E2F8,ENSG00000129173,E2F8
ENSGALG00010021037,1,MAJIN,ENSG00000168070,MAJIN
ENSGALG00010021038,1,PTGS2,ENSG00000073756,PTGS2
ENSGALG00010021039,1,NR2E3,ENSG00000278570,NR2E3
ENSGALG00010021040,1,FGF8,ENSG00000107831,FGF8
ENSGALG00010021041,1,GLTP,ENSG00000139433,GLTP
ENSGALG00010021042,1,LRRC38,ENSG00000162494,LRRC38
ENSGALG00010021043,1,PTPRG,ENSG00000144724,PTPRG
ENSGALG00010021044,1,EIF4G2,ENSG00000110321,EIF4G2
ENSGALG00010021045,1,DPP4,ENSG00000197635,DPP4
ENSGALG00010021046,1,PDPN,,
ENSGALG00010021047,1,TMC5,ENSG00000103534,TMC5
ENSGALG00010021048,1,API5,ENSG00000166181,API5
ENSGALG00010021049,1,C1orf158,ENSG00000157330,CFAP107
ENSGALG00010021050,1,CTR9,ENSG00000198730,CTR9
ENSGALG00010021051,1,GDE1,ENSG00000006007,GDE1
ENSGALG00010021052,1,C3orf14,ENSG00000114405,CEP15
ENSGALG00010021053,1,,ENSG00000188984,AADACL3
ENSGALG00010021053,1,,ENSG00000197953,AADACL2
ENSGALG00010021053,1,,ENSG00000204518,AADACL4
ENSGALG00010021054,1,FEZF2,ENSG00000153266,FEZF2
ENSGALG00010021055,1,IRAG1,ENSG00000072952,IRAG1
ENSGALG00010021056,1,,ENSG00000188984,AADACL3
ENSGALG00010021056,1,,ENSG00000197953,AADACL2
ENSGALG00010021056,1,,ENSG00000204518,AADACL4
ENSGALG00010021057,1,ZDHHC8,ENSG00000099904,ZDHHC8
ENSGALG00010021058,1,CCP110,ENSG00000103540,CCP110
ENSGALG00010021059,1,AADACL4B,,
ENSGALG00010021060,1,PAX2,ENSG00000075891,PAX2
ENSGALG00010021061,1,,,
ENSGALG00010021062,1,MYO9A,ENSG00000066933,MYO9A
ENSGALG00010021063,1,,,
ENSGALG00010021064,1,LYVE1,ENSG00000133800,LYVE1
ENSGALG00010021065,1,CNNM2,ENSG00000148842,CNNM2
ENSGALG00010021066,1,AADACL4A,,
ENSGALG00010021067,1,SLC4A10,ENSG00000144290,SLC4A10
ENSGALG00010021068,1,MAFIP,ENSG00000274847,MAFIP
ENSGALG00010021068,1,MAFIP,ENSG00000163060,TEKT4
ENSGALG00010021069,1,PGAM5,ENSG00000247077,PGAM5
ENSGALG00010021070,1,RNF141,ENSG00000110315,RNF141
ENSGALG00010021071,1,HIF1AN,ENSG00000166135,HIF1AN
ENSGALG00010021072,1,PRKACB,,
ENSGALG00010021073,1,NDUFB8,ENSG00000166136,NDUFB8
ENSGALG00010021074,1,TTC17,ENSG00000052841,TTC17
ENSGALG00010021075,1,DHRS3,ENSG00000162496,DHRS3
ENSGALG00010021076,1,TBR1,ENSG00000136535,TBR1
ENSGALG00010021077,1,SEC31B,ENSG00000075826,SEC31B
ENSGALG00010021078,1,CADPS,,
ENSGALG00010021079,1,WNT8B,ENSG00000075290,WNT8B
ENSGALG00010021080,1,TTLL7,ENSG00000137941,TTLL7
ENSGALG00010021081,1,KCNH6,ENSG00000173826,KCNH6
ENSGALG00010021082,1,SENP8,ENSG00000166192,SENP8
ENSGALG00010021083,1,SCD,ENSG00000099194,SCD
ENSGALG00010021084,1,,ENSG00000150667,FSIP1
ENSGALG00010021085,1,AMPD3,ENSG00000133805,AMPD3
ENSGALG00010021086,1,PSMD14,ENSG00000115233,PSMD14
ENSGALG00010021087,1,THBS1,ENSG00000137801,THBS1
ENSGALG00010021088,1,ANKLE2,ENSG00000176915,ANKLE2
ENSGALG00010021089,1,,,
ENSGALG00010021090,1,ADM,ENSG00000148926,ADM
ENSGALG00010021091,1,TANK,ENSG00000136560,TANK
ENSGALG00010021092,1,VPS13D,ENSG00000048707,VPS13D
ENSGALG00010021093,1,GRAMD2,ENSG00000175318,GRAMD2A
ENSGALG00010021094,1,ADM,,
ENSGALG00010021095,1,NT5C2,,
ENSGALG00010021096,1,ZFAND4,ENSG00000172671,ZFAND4
ENSGALG00010021097,1,KATNBL1,ENSG00000134152,KATNBL1
ENSGALG00010021098,1,SDK1,ENSG00000146555,SDK1
ENSGALG00010021099,1,HMCN1,ENSG00000143341,HMCN1
ENSGALG00010021100,1,EMC7,ENSG00000134153,EMC7
ENSGALG00010021101,1,TMEM240,ENSG00000205090,TMEM240
ENSGALG00010021102,1,GOLGA3,ENSG00000090615,GOLGA3
ENSGALG00010021103,1,RBMS1,ENSG00000153250,RBMS1
ENSGALG00010021104,1,INA,ENSG00000148798,INA
ENSGALG00010021105,1,,,
ENSGALG00010021106,1,ITGB6,ENSG00000115221,ITGB6
ENSGALG00010021107,1,CHRM5,ENSG00000184984,CHRM5
ENSGALG00010021108,1,PCGF6,ENSG00000156374,PCGF6
ENSGALG00010021109,1,SH2D5,ENSG00000189410,SH2D5
ENSGALG00010021110,1,PKLR,ENSG00000067225,PKM
ENSGALG00010021111,1,AVEN,ENSG00000169857,AVEN
ENSGALG00010021112,1,TAF5,ENSG00000148835,TAF5
ENSGALG00010021113,1,SYP,ENSG00000163630,SYNPR
ENSGALG00010021114,1,SBF2,ENSG00000133812,SBF2
ENSGALG00010021115,1,ALPL,ENSG00000162551,ALPL
ENSGALG00010021116,1,FAM21C,ENSG00000099290,WASHC2A
ENSGALG00010021116,1,FAM21C,ENSG00000172661,WASHC2C
ENSGALG00010021117,1,CYP1A2,ENSG00000140505,CYP1A2
ENSGALG00010021117,1,CYP1A2,ENSG00000140465,CYP1A1
ENSGALG00010021118,1,USMG5,,
ENSGALG00010021119,1,SNTN,ENSG00000188817,SNTN
ENSGALG00010021120,1,PDCD11,ENSG00000148843,PDCD11
ENSGALG00010021121,1,PLA2R1,ENSG00000153246,PLA2R1
ENSGALG00010021122,1,CYP1A1,ENSG00000140505,CYP1A2
ENSGALG00010021122,1,CYP1A1,ENSG00000140465,CYP1A1
ENSGALG00010021123,1,RYR3,ENSG00000198838,RYR3
ENSGALG00010021124,1,CALHM2,ENSG00000138172,CALHM2
ENSGALG00010021125,1,LY75,ENSG00000054219,LY75
ENSGALG00010021126,1,ECE1,ENSG00000117298,ECE1
ENSGALG00010021127,1,SWAP70,ENSG00000133789,SWAP70
ENSGALG00010021128,1,CALHM1,ENSG00000185933,CALHM1
ENSGALG00010021129,1,TXNRD3,ENSG00000197763,TXNRD3
ENSGALG00010021130,1,,,
ENSGALG00010021131,1,EDC3,ENSG00000179151,EDC3
ENSGALG00010021132,1,CALHM3,ENSG00000183128,CALHM3
ENSGALG00010021133,1,MYO10L,,
ENSGALG00010021134,1,CHFR,ENSG00000072609,CHFR
ENSGALG00010021135,1,CLK3,ENSG00000179335,CLK3
ENSGALG00010021136,1,WEE1,ENSG00000166483,WEE1
ENSGALG00010021137,1,PLAU,,
ENSGALG00010021138,1,DDX18,ENSG00000088205,DDX18
ENSGALG00010021139,1,ARHGAP29,ENSG00000137962,ARHGAP29
ENSGALG00010021140,1,SLC11A1,ENSG00000018280,SLC11A1
ENSGALG00010021141,1,SGSM1,ENSG00000167037,SGSM1
ENSGALG00010021142,1,WNT6,ENSG00000115596,WNT6
ENSGALG00010021143,1,ABCA4,ENSG00000198691,ABCA4
ENSGALG00010021144,1,FOXK1,ENSG00000164916,FOXK1
ENSGALG00010021145,1,EIF4G3,ENSG00000075151,EIF4G3
ENSGALG00010021146,1,AP5Z1,ENSG00000242802,AP5Z1
ENSGALG00010021147,1,ARID3B,ENSG00000179361,ARID3B
ENSGALG00010021148,1,GPATCH8,ENSG00000186566,GPATCH8
ENSGALG00010021149,1,Dlx4,ENSG00000108813,DLX4
ENSGALG00010021150,1,NPEPPS,ENSG00000141279,NPEPPS
ENSGALG00010021151,1,WNT10A,ENSG00000135925,WNT10A
ENSGALG00010021152,1,STK11IP,ENSG00000144589,STK11IP
ENSGALG00010021153,1,PTPRF,ENSG00000142949,PTPRF
ENSGALG00010021154,1,CHST13,ENSG00000180767,CHST13
ENSGALG00010021155,1,RADIL,ENSG00000157927,RADIL
ENSGALG00010021156,1,DDOST,ENSG00000244038,DDOST
ENSGALG00010021157,1,,,
ENSGALG00010021158,1,ACTG1L,,
ENSGALG00010021159,1,MMD2,ENSG00000136297,MMD2
ENSGALG00010021160,1,ZNF143,ENSG00000166478,ZNF143
ENSGALG00010021161,1,,,
ENSGALG00010021162,1,WIPI2,ENSG00000157954,WIPI2
ENSGALG00010021163,1,INHA,ENSG00000123999,INHA
ENSGALG00010021164,1,SLC41A3,ENSG00000114544,SLC41A3
ENSGALG00010021165,1,PTRF,ENSG00000177469,CAVIN1
ENSGALG00010021166,1,NEURL1,ENSG00000107954,NEURL1
ENSGALG00010021167,1,KIAA1671,ENSG00000197077,KIAA1671
ENSGALG00010021168,1,IVNS1ABP,ENSG00000116679,IVNS1ABP
ENSGALG00010021169,1,CAMK2G,ENSG00000148660,CAMK2G
ENSGALG00010021170,1,UBL7,ENSG00000138629,UBL7
ENSGALG00010021171,1,,,
ENSGALG00010021172,1,SLC29A4,ENSG00000164638,SLC29A4
ENSGALG00010021173,1,KLF15,ENSG00000163884,KLF15
ENSGALG00010021174,1,CRYBB3,ENSG00000100053,CRYBB3
ENSGALG00010021175,1,IPO7,ENSG00000205339,IPO7
ENSGALG00010021176,1,DDI2,ENSG00000197312,DDI2
ENSGALG00010021176,1,DDI2,ENSG00000170967,DDI1
ENSGALG00010021177,1,OBSL1,ENSG00000124006,OBSL1
ENSGALG00010021178,1,NDST2,ENSG00000166507,NDST2
ENSGALG00010021179,1,CRYBB2,ENSG00000244752,CRYBB2
ENSGALG00010021180,1,TMEM198,ENSG00000188760,TMEM198
ENSGALG00010021181,1,DAGLA,ENSG00000134780,DAGLA
ENSGALG00010021182,1,ZSWIM8,ENSG00000214655,ZSWIM8
ENSGALG00010021183,1,CFAP100,ENSG00000163885,CFAP100
ENSGALG00010021184,1,DRAXIN,ENSG00000162490,DRAXIN
ENSGALG00010021185,1,DYL2,,
ENSGALG00010021186,1,SWT1,ENSG00000116668,SWT1
ENSGALG00010021187,1,SEMA7A,ENSG00000138623,SEMA7A
ENSGALG00010021188,1,TNRC18,ENSG00000182095,TNRC18
ENSGALG00010021189,1,,,
ENSGALG00010021190,1,ZXDC,ENSG00000198455,ZXDB
ENSGALG00010021190,1,ZXDC,ENSG00000198205,ZXDA
ENSGALG00010021190,1,ZXDC,ENSG00000070476,ZXDC
ENSGALG00010021191,1,C5H11ORF9,ENSG00000124920,MYRF
ENSGALG00010021192,1,NTL,ENSG00000110448,CD5
ENSGALG00010021192,1,NTL,ENSG00000179954,SSC5D
ENSGALG00010021192,1,NTL,ENSG00000177675,CD163L1
ENSGALG00010021193,1,USP37,ENSG00000135913,USP37
ENSGALG00010021194,1,CYP11A1,ENSG00000140459,CYP11A1
ENSGALG00010021195,1,GCLM,ENSG00000023909,GCLM
ENSGALG00010021196,1,ATP6V0A1,ENSG00000033627,ATP6V0A1
ENSGALG00010021197,1,CHCHD1,ENSG00000172586,CHCHD1
ENSGALG00010021198,1,CRYBA2,ENSG00000163499,CRYBA2
ENSGALG00010021199,1,TMEM258,ENSG00000134825,TMEM258
ENSGALG00010021200,1,FTO,ENSG00000140718,FTO
ENSGALG00010021201,1,TRMT1L,ENSG00000121486,TRMT1L
ENSGALG00010021202,1,UROC1,ENSG00000159650,UROC1
ENSGALG00010021203,1,FUT11,ENSG00000196968,FUT11
ENSGALG00010021204,1,NAGLU,ENSG00000108784,NAGLU
ENSGALG00010021205,1,CDK5R2,ENSG00000171450,CDK5R2
ENSGALG00010021206,1,HSD17B1,ENSG00000108786,HSD17B1
ENSGALG00010021207,1,MAD2L2,ENSG00000116670,MAD2L2
ENSGALG00010021208,1,CCDC33,ENSG00000140481,CCDC33
ENSGALG00010021209,1,,,
ENSGALG00010021210,1,SEC24C,,
ENSGALG00010021211,1,FEN1,ENSG00000168496,FEN1
ENSGALG00010021212,1,MYO18B,ENSG00000133454,MYO18B
ENSGALG00010021213,1,FBXO44,ENSG00000132879,FBXO44
ENSGALG00010021214,1,FBXL18,ENSG00000155034,FBXL18
ENSGALG00010021215,1,SH3PXD2A,ENSG00000107957,SH3PXD2A
ENSGALG00010021216,1,,,
ENSGALG00010021217,1,FBXO2,ENSG00000116661,FBXO2
ENSGALG00010021218,1,DPF3,ENSG00000205683,DPF3
ENSGALG00010021219,1,STRA6,ENSG00000137868,STRA6
ENSGALG00010021220,1,SYNPO2L,ENSG00000166317,SYNPO2L
ENSGALG00010021221,1,HAP1,ENSG00000173805,HAP1
ENSGALG00010021222,1,NTN4L,,
ENSGALG00010021223,1,DFFB,ENSG00000169598,DFFB
ENSGALG00010021224,1,MYOZ1,ENSG00000177791,MYOZ1
ENSGALG00010021225,1,,,
ENSGALG00010021226,1,FEV,ENSG00000163497,FEV
ENSGALG00010021227,1,CHCHD4,ENSG00000163528,CHCHD4
ENSGALG00010021228,1,ESRP2,ENSG00000103067,ESRP2
ENSGALG00010021229,1,GLO1,ENSG00000124767,GLO1
ENSGALG00010021230,1,C1orf174,ENSG00000198912,C1orf174
ENSGALG00010021231,1,STN1,ENSG00000107960,STN1
ENSGALG00010021232,1,ACTB,ENSG00000075624,ACTB
ENSGALG00010021233,1,COASY,ENSG00000068120,COASY
ENSGALG00010021234,1,ISLR2,ENSG00000167178,ISLR2
ENSGALG00010021235,1,XRCC5,ENSG00000079246,XRCC5
ENSGALG00010021236,1,BTBD9,ENSG00000183826,BTBD9
ENSGALG00010021237,1,FSCN1,ENSG00000075618,FSCN1
ENSGALG00010021238,1,NDUFS8,ENSG00000110717,NDUFS8
ENSGALG00010021239,1,USP54,ENSG00000166348,USP54
ENSGALG00010021240,1,SLK,ENSG00000065613,SLK
ENSGALG00010021241,1,TMEM43,ENSG00000170876,TMEM43
ENSGALG00010021242,1,BCAR3,ENSG00000137936,BCAR3
ENSGALG00010021243,1,DYL1,ENSG00000088986,DYNLL1
ENSGALG00010021244,1,PPP3CB,ENSG00000107758,PPP3CB
ENSGALG00010021245,1,ZFAND3,ENSG00000156639,ZFAND3
ENSGALG00010021246,1,PECR,ENSG00000115425,PECR
ENSGALG00010021247,1,GNAO1,,
ENSGALG00010021248,1,ANXA7,ENSG00000138279,ANXA7
ENSGALG00010021249,1,,,
ENSGALG00010021250,1,ISLR,ENSG00000129009,ISLR
ENSGALG00010021251,1,RNF216,ENSG00000011275,RNF216
ENSGALG00010021252,1,XPC,ENSG00000154767,XPC
ENSGALG00010021253,1,TMEM169,ENSG00000163449,TMEM169
ENSGALG00010021254,1,FNBP1L,ENSG00000137942,FNBP1L
ENSGALG00010021255,1,EIF3F,ENSG00000175390,EIF3F
ENSGALG00010021256,1,PML,ENSG00000221926,TRIM16
ENSGALG00010021257,1,RGS6,ENSG00000182732,RGS6
ENSGALG00010021258,1,LSM3,,
ENSGALG00010021259,1,CEP104,ENSG00000116198,CEP104
ENSGALG00010021260,1,KDM4A,ENSG00000066135,KDM4A
ENSGALG00010021261,1,JUP,ENSG00000173801,JUP
ENSGALG00010021262,1,MDGA1,ENSG00000112139,MDGA1
ENSGALG00010021263,1,STOML1,ENSG00000067221,STOML1
ENSGALG00010021264,1,CBFB,ENSG00000067955,CBFB
ENSGALG00010021265,1,SIPA1L1,ENSG00000197555,SIPA1L1
ENSGALG00010021266,1,COQ5,ENSG00000110871,COQ5
ENSGALG00010021267,1,LRRC47,ENSG00000130764,LRRC47
ENSGALG00010021268,1,,,
ENSGALG00010021269,1,NUDT13,ENSG00000166321,NUDT13
ENSGALG00010021270,1,,,
ENSGALG00010021271,1,,,
ENSGALG00010021272,1,PMLL,ENSG00000221926,TRIM16
ENSGALG00010021273,1,,,
ENSGALG00010021274,1,,,
ENSGALG00010021275,1,MAP3K2,ENSG00000169967,MAP3K2
ENSGALG00010021276,1,,,
ENSGALG00010021277,1,CCDC27,ENSG00000162592,CCDC27
ENSGALG00010021278,1,,,
ENSGALG00010021279,1,,,
ENSGALG00010021280,1,,,
ENSGALG00010021281,1,,,
ENSGALG00010021282,1,ZP3L1,ENSG00000146707,POMZP3
ENSGALG00010021282,1,ZP3L1,ENSG00000188372,ZP3
ENSGALG00010021283,1,,,
ENSGALG00010021284,1,,ENSG00000132746,ALDH3B2
ENSGALG00010021285,1,,,
ENSGALG00010021286,1,,,
ENSGALG00010021287,1,COL17A1,ENSG00000065618,COL17A1
ENSGALG00010021288,1,,,
ENSGALG00010021289,1,,,
ENSGALG00010021290,1,ERCC3,ENSG00000163161,ERCC3
ENSGALG00010021291,1,,,
ENSGALG00010021292,1,,,
ENSGALG00010021293,1,PCNX1,ENSG00000100731,PCNX1
ENSGALG00010021294,1,,,
ENSGALG00010021295,1,,,
ENSGALG00010021296,1,GATC,ENSG00000257218,GATC
ENSGALG00010021297,1,,,
ENSGALG00010021298,1,RPGRIP1L,ENSG00000103494,RPGRIP1L
ENSGALG00010021299,1,CYP27C1,ENSG00000186684,CYP27C1
ENSGALG00010021300,1,,,
ENSGALG00010021301,1,SMURF1,ENSG00000198742,SMURF1
ENSGALG00010021302,1,P4HA1,ENSG00000122884,P4HA1
ENSGALG00010021303,1,,,
ENSGALG00010021304,1,,,
ENSGALG00010021305,1,,,
ENSGALG00010021306,1,,,
ENSGALG00010021307,1,MAP3K9,ENSG00000006432,MAP3K9
ENSGALG00010021308,1,,,
ENSGALG00010021309,1,ST3GAL3,ENSG00000126091,ST3GAL3
ENSGALG00010021310,1,,,
ENSGALG00010021311,1,TRIAP1,ENSG00000170855,TRIAP1
ENSGALG00010021312,1,,,
ENSGALG00010021313,1,KPNA7,ENSG00000185467,KPNA7
ENSGALG00010021314,1,ZP3,ENSG00000146707,POMZP3
ENSGALG00010021314,1,ZP3,ENSG00000188372,ZP3
ENSGALG00010021315,1,COX6A1,ENSG00000111775,COX6A1
ENSGALG00010021316,1,PLA2G12B,ENSG00000138308,PLA2G12B
ENSGALG00010021317,1,,,
ENSGALG00010021318,1,TP73,ENSG00000078900,TP73
ENSGALG00010021319,1,,,
ENSGALG00010021320,1,SLC6A6,ENSG00000131389,SLC6A6
ENSGALG00010021321,1,,,
ENSGALG00010021322,1,,,
ENSGALG00010021323,1,,,
ENSGALG00010021324,1,,,
ENSGALG00010021325,1,ARPC1A,ENSG00000241685,ARPC1A
ENSGALG00010021326,1,,,
ENSGALG00010021327,1,IGSF1,ENSG00000186431,FCAR
ENSGALG00010021327,1,IGSF1,ENSG00000239998,LILRA2
ENSGALG00010021327,1,IGSF1,ENSG00000187116,LILRA5
ENSGALG00010021327,1,IGSF1,ENSG00000131042,LILRB2
ENSGALG00010021327,1,IGSF1,ENSG00000104972,LILRB1
ENSGALG00010021327,1,IGSF1,ENSG00000088053,GP6
ENSGALG00010021327,1,IGSF1,ENSG00000189430,NCR1
ENSGALG00010021327,1,IGSF1,ENSG00000239961,LILRA4
ENSGALG00010021327,1,IGSF1,ENSG00000167618,LAIR2
ENSGALG00010021327,1,IGSF1,ENSG00000189068,VSTM1
ENSGALG00010021327,1,IGSF1,ENSG00000104974,LILRA1
ENSGALG00010021327,1,IGSF1,ENSG00000186818,LILRB4
ENSGALG00010021327,1,IGSF1,ENSG00000204577,LILRB3
ENSGALG00010021327,1,IGSF1,ENSG00000244482,LILRA6
ENSGALG00010021327,1,IGSF1,ENSG00000105609,LILRB5
ENSGALG00010021328,1,,,
ENSGALG00010021329,1,PSMC3IP,ENSG00000131470,PSMC3IP
ENSGALG00010021330,1,COMMD4,ENSG00000140365,COMMD4
ENSGALG00010021331,1,,,
ENSGALG00010021332,1,OIT3,ENSG00000138315,OIT3
ENSGALG00010021333,1,,,
ENSGALG00010021334,1,,,
ENSGALG00010021335,1,NFATC3,ENSG00000072736,NFATC3
ENSGALG00010021336,1,,,
ENSGALG00010021337,1,,,
ENSGALG00010021338,1,PDIA5,ENSG00000065485,PDIA5
ENSGALG00010021339,1,,,
ENSGALG00010021340,1,,,
ENSGALG00010021341,1,L3MBTL1,ENSG00000185513,L3MBTL1
ENSGALG00010021342,1,SFR1,ENSG00000156384,SFR1
ENSGALG00010021343,1,,,
ENSGALG00010021344,1,,,
ENSGALG00010021345,1,NEIL1,ENSG00000140398,NEIL1
ENSGALG00010021346,1,RPS21,ENSG00000171858,RPS21
ENSGALG00010021347,1,,,
ENSGALG00010021348,1,SLC4A3,ENSG00000114923,SLC4A3
ENSGALG00010021349,1,,,
ENSGALG00010021350,1,CABLES2,ENSG00000149679,CABLES2
ENSGALG00010021351,1,,,
ENSGALG00010021352,1,CFAP43,ENSG00000197748,CFAP43
ENSGALG00010021353,1,IPO13,ENSG00000117408,IPO13
ENSGALG00010021354,1,ARHGAP39L,,
ENSGALG00010021355,1,,,
ENSGALG00010021356,1,,,
ENSGALG00010021357,1,,,
ENSGALG00010021358,1,MMP15,ENSG00000102996,MMP15
ENSGALG00010021359,1,,,
ENSGALG00010021360,1,PTPRN,ENSG00000054356,PTPRN
ENSGALG00010021361,1,WRAP73,ENSG00000116213,WRAP73
ENSGALG00010021362,1,ARPC1B,ENSG00000130429,ARPC1B
ENSGALG00010021363,1,FAM134C,,
ENSGALG00010021364,1,,,
ENSGALG00010021365,1,,,
ENSGALG00010021366,1,,,
ENSGALG00010021367,1,GRIP2,ENSG00000144596,GRIP2
ENSGALG00010021368,1,,,
ENSGALG00010021369,1,,,
ENSGALG00010021370,1,,,
ENSGALG00010021371,1,,,
ENSGALG00010021372,1,CD86,ENSG00000114013,CD86
ENSGALG00010021373,1,CEP250,ENSG00000126001,CEP250
ENSGALG00010021374,1,,,
ENSGALG00010021375,1,TUBG1,ENSG00000131462,TUBG1
ENSGALG00010021376,1,,,
ENSGALG00010021377,1,,,
ENSGALG00010021378,1,KIF11,ENSG00000138160,KIF11
ENSGALG00010021379,1,,,
ENSGALG00010021380,1,,,
ENSGALG00010021381,1,DNAJB2,ENSG00000135924,DNAJB2
ENSGALG00010021382,1,TPRG1L,ENSG00000158109,TPRG1L
ENSGALG00010021383,1,MSI1,ENSG00000135097,MSI1
ENSGALG00010021384,1,ARTN,ENSG00000117407,ARTN
ENSGALG00010021385,1,GDF5,ENSG00000125965,GDF5
ENSGALG00010021386,1,,,
ENSGALG00010021387,1,SLC2A14,,
ENSGALG00010021388,1,DPH2,ENSG00000132768,DPH2
ENSGALG00010021389,1,,,
ENSGALG00010021390,1,GSTO2,ENSG00000148834,GSTO1
ENSGALG00010021391,1,TUBA4AL,ENSG00000243910,TUBA4B
ENSGALG00010021392,1,,,
ENSGALG00010021393,1,CCDC174,ENSG00000154781,CCDC174
ENSGALG00010021394,1,MAN2C1,ENSG00000140400,MAN2C1
ENSGALG00010021395,1,,,
ENSGALG00010021396,1,ADAM20,ENSG00000134007,ADAM20
ENSGALG00010021397,1,,,
ENSGALG00010021398,1,,,
ENSGALG00010021399,1,,,
ENSGALG00010021400,1,B4GALT2,ENSG00000117411,B4GALT2
ENSGALG00010021401,1,PDAP1,ENSG00000106244,PDAP1
ENSGALG00010021402,1,CCDC51,,
ENSGALG00010021403,1,,,
ENSGALG00010021404,1,UQCC1,ENSG00000101019,UQCC1
ENSGALG00010021405,1,IDE,ENSG00000119912,IDE
ENSGALG00010021406,1,,,
